Steam,Steam,Steam,EA twitch,EA twitch,EA twitch,EA twitch,YT,YT,YT,Fifa+Apex twitch,Fifa+Apex twitch,Fifa+Apex twitch,Fifa+Apex twitch,Other Twitch,Other Twitch,Other Twitch,Other Twitch,ubisoft twitch,ubisoft twitch,ubisoft twitch,ubisoft twitch,activision twitch,activision twitch,activision twitch,activision twitch,microsoft twitch,microsoft twitch,microsoft twitch,microsoft twitch
Date,Game,Peak Players 24hr,Game,Average 7-Day Viewers,Hours Watched,Date,DateTime,Game,Viewer Figure,Game,Average 7-Day Viewers,Hours Watched,Date,Game,Average 7-Day Viewers,Hours Watched,Date,Game,Average 7-Day Viewers,Hours Watched,Date,Game,Average 7-Day Viewers,Hours Watched,Date,Game,Average 7-Day Viewers,Hours Watched,Date
2023-08-03,Call of Duty®,59310.0,Battlefield 2042,944.0,157985.0,2023-08-03,2023-08-03,MapleStory,9.2K,,,,,League of Legends,149493.0,25015190.0,2023-08-03,,,,,Call of Duty: Modern Warfare II,10557.0,1766463.0,2023-08-03,,,,
2023-08-03,Rust,47516.0,NHL 23,258.0,43103.0,2023-08-03,2023-08-03,eFootball 2023,8.5K,,,,,Valorant,90608.0,15161709.0,2023-08-03,,,,,Call of Duty: Warzone,31363.0,5248093.0,2023-08-03,,,,
2023-08-03,Don't Starve Together,43021.0,F1 23,2662.0,444944.0,2023-08-03,2023-08-03,Garena Free Fire,7.6K,,,,,Red Dead Redemption 2,7750.0,1296871.0,2023-08-03,,,,,Overwatch 2,18377.0,3075084.0,2023-08-03,,,,
2023-08-03,War Thunder,42398.0,Star Wars Jedi: Survivor,262.0,43736.0,2023-08-03,2023-08-03,Pikmin 4,6.5K,,,,,PUBG: BATTLEGROUNDS,9403.0,1571902.0,2023-08-03,,,,,Diablo IV,18377.0,3075084.0,2023-08-03,,,,
2023-08-03,Remnant II,42057.0,The Sims 4,3049.0,509626.0,2023-08-03,2023-08-03,Ring Fit Adventure,6.4K,,,,,NBA 2K23,5751.0,962347.0,2023-08-03,,,,,World of Warcraft,26170.0,4379071.0,2023-08-03,,,,
2023-08-03,Counter-Strike: Global Offensive,861788.0,Madden NFL 23,907.0,151693.0,2023-08-03,2023-08-03,Teamfight Tactics,6.3K,,,,,Destiny 2,5482.0,917356.0,2023-08-03,,,,,Call of Duty: Modern Warfare II,10557.0,1766463.0,2023-08-03,,,,
2023-08-03,Dota 2,313534.0,Battlefield 2042,944.0,157985.0,2023-08-03,2023-08-03,Fortnite,5.7K,,,,,Cyberpunk 2077,561.0,93845.0,2023-08-03,,,,,Call of Duty: Warzone,31363.0,5248093.0,2023-08-03,,,,
2023-08-03,PUBG: BATTLEGROUNDS,190039.0,NHL 23,258.0,43103.0,2023-08-03,2023-08-03,Battlegrounds Mobile India,60K,,,,,Roblox,6338.0,1059461.0,2023-08-03,,,,,Overwatch 2,31363.0,5248093.0,2023-08-03,,,,
2023-08-03,Apex Legends,184082.0,F1 23,2662.0,444944.0,2023-08-03,2023-08-03,League of Legends,30K,,,,,Fortnite,56911.0,9523140.0,2023-08-03,,,,,Diablo IV,20329.0,3401670.0,2023-08-03,,,,
2023-08-03,NARAKA: BLADEPOINT,120719.0,Star Wars Jedi: Survivor,2662.0,444944.0,2023-08-03,2023-08-03,Minecraft,30K,,,,,Among Us,4111.0,687203.0,2023-08-03,,,,,World of Warcraft,20329.0,3401670.0,2023-08-03,,,,
2023-08-03,Grand Theft Auto V,107162.0,The Sims 4,3049.0,509626.0,2023-08-03,2023-08-03,BeamNG.drive,27K,,,,,Rocket League,10775.0,1803017.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Wallpaper Engine,91089.0,Madden NFL 23,907.0,151693.0,2023-08-03,2023-08-03,EA SPORTS FIFA 23,23K,,,,,GTA V,190781.0,31924067.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Team Fortress 2,81267.0,Battlefield 2042,944.0,157985.0,2023-08-03,2023-08-03,Mobile Legends: Bang Bang,21K,,,,,League of Legends,149493.0,25015190.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Source SDK Base 2007,72219.0,NHL 23,258.0,43103.0,2023-08-03,2023-08-03,Bejeweled 3,13K,,,,,Valorant,90608.0,15161709.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Unturned,65860.0,F1 23,2662.0,444944.0,2023-08-03,2023-08-03,Grand Theft Auto V,13K,,,,,Red Dead Redemption 2,7750.0,1296871.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Call of Duty®,59174.0,Star Wars Jedi: Survivor,262.0,43736.0,2023-08-03,2023-08-03,MapleStory,9.5K,,,,,PUBG: BATTLEGROUNDS,9403.0,1571902.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Rust,47827.0,The Sims 4,3049.0,509626.0,2023-08-03,2023-08-03,Garena Free Fire,9.1K,,,,,NBA 2K23,5751.0,962347.0,2023-08-03,,,,,,,,,,,,
2023-08-03,War Thunder,42659.0,Madden NFL 23,907.0,151693.0,2023-08-03,2023-08-03,PUBG Mobile,8.8K,,,,,Destiny 2,5482.0,917356.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Remnant II,41812.0,Battlefield 2042,944.0,157985.0,2023-08-03,2023-08-03,eFootball 2023,8K,,,,,Cyberpunk 2077,561.0,93845.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Don't Starve Together,40723.0,NHL 23,258.0,43103.0,2023-08-03,2023-08-03,Ring Fit Adventure,6.4K,,,,,Roblox,6338.0,1059461.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Counter-Strike: Global Offensive,871678.0,F1 23,2662.0,444944.0,2023-08-03,2023-08-03,Path of Exile,6.2K,,,,,Fortnite,56911.0,9523140.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Dota 2,316302.0,Star Wars Jedi: Survivor,2662.0,444944.0,2023-08-03,2023-08-03,Pikmin 4,6.2K,,,,,Among Us,4111.0,687203.0,2023-08-03,,,,,,,,,,,,
2023-08-03,PUBG: BATTLEGROUNDS,190746.0,The Sims 4,3049.0,509626.0,2023-08-03,2023-08-03,Roblox,6K,,,,,Rocket League,10775.0,1803017.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Apex Legends,184225.0,Madden NFL 23,907.0,151693.0,2023-08-03,2023-08-03,Battlegrounds Mobile India,71K,,,,,GTA V,190781.0,31924067.0,2023-08-03,,,,,,,,,,,,
2023-08-03,NARAKA: BLADEPOINT,120735.0,Battlefield 2042,944.0,157985.0,2023-08-03,2023-08-03,League of Legends,41K,,,,,League of Legends,149493.0,25015190.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Grand Theft Auto V,107582.0,NHL 23,258.0,43103.0,2023-08-03,2023-08-03,Minecraft,38K,,,,,Valorant,90608.0,15161709.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Wallpaper Engine,91198.0,F1 23,2662.0,444944.0,2023-08-03,2023-08-03,EA SPORTS FIFA 23,24K,,,,,Red Dead Redemption 2,7750.0,1296871.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Team Fortress 2,80884.0,Star Wars Jedi: Survivor,262.0,43736.0,2023-08-03,2023-08-03,BeamNG.drive,23K,,,,,PUBG: BATTLEGROUNDS,9403.0,1571902.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Source SDK Base 2007,72032.0,The Sims 4,3049.0,509626.0,2023-08-03,2023-08-03,Mobile Legends: Bang Bang,16K,,,,,NBA 2K23,5751.0,962347.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Unturned,65857.0,Madden NFL 23,907.0,151693.0,2023-08-03,2023-08-03,Grand Theft Auto V,13K,,,,,Destiny 2,5482.0,917356.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Call of Duty®,59091.0,Battlefield 2042,944.0,157985.0,2023-08-03,2023-08-03,Bejeweled 3,13K,,,,,Cyberpunk 2077,561.0,93845.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Rust,48065.0,NHL 23,258.0,43103.0,2023-08-03,2023-08-03,MapleStory,9.8K,,,,,Roblox,6338.0,1059461.0,2023-08-03,,,,,,,,,,,,
2023-08-03,War Thunder,43006.0,F1 23,2662.0,444944.0,2023-08-03,2023-08-03,Garena Free Fire,9.1K,,,,,Fortnite,56911.0,9523140.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Remnant II,41642.0,Star Wars Jedi: Survivor,2662.0,444944.0,2023-08-03,2023-08-03,PUBG Mobile,8K,,,,,Among Us,4111.0,687203.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Sid Meier's Civilization VI,38486.0,The Sims 4,3049.0,509626.0,2023-08-03,2023-08-03,eFootball 2023,7.8K,,,,,Rocket League,10775.0,1803017.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Counter-Strike: Global Offensive,870298.0,Madden NFL 23,907.0,151693.0,2023-08-03,2023-08-03,Ring Fit Adventure,6.4K,,,,,GTA V,190781.0,31924067.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Dota 2,319043.0,Battlefield 2042,944.0,157985.0,2023-08-03,2023-08-03,Fortnite,6.1K,,,,,League of Legends,149493.0,25015190.0,2023-08-03,,,,,,,,,,,,
2023-08-03,PUBG: BATTLEGROUNDS,191230.0,NHL 23,258.0,43103.0,2023-08-03,2023-08-03,Pikmin 4,5.9K,,,,,Valorant,90608.0,15161709.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Apex Legends,183815.0,F1 23,2662.0,444944.0,2023-08-03,2023-08-03,Roblox,5.6K,,,,,Red Dead Redemption 2,7750.0,1296871.0,2023-08-03,,,,,,,,,,,,
